protein_a,protein_b,direction_count,reciprocal_minimum_tm_score,reciprocal_minimum_coverage,reciprocal_minimum_lddt,reciprocal_minimum_homology_probability,maximum_sequence_identity,maximum_alignment_length,minimum_e_value,minimum_bit_score,qualifies_structure_edge,protein_a_family_id,protein_b_family_id
Q59976_STRSQ,Q8WTC7_9CNID,2,0.1461,0.379,0.1961,0.011,0.05,263,0.196,15,False,ssf_9ddcf4dec5c1,ssf_cba7b508de0e
Q59976_STRSQ,R1AB_SARS2,2,0.1855,0.76,0.1881,0.02,0.015,525,0.2207,18,False,ssf_9ddcf4dec5c1,ssf_9fc1ecf8307b
Q59976_STRSQ,RAD_ANTMA,2,0.06195,0.142,0.2231,0.0,0.05,79,0.2328,6,False,ssf_9ddcf4dec5c1,ssf_0eef6f01f081
Q59976_STRSQ,RASH_HUMAN,2,0.2059,0.81,0.2703,0.034,0.024,449,0.3296,21,False,ssf_9ddcf4dec5c1,ssf_550503ae0437
Q59976_STRSQ,RASK_HUMAN,2,0.1993,0.75,0.2654,0.034,0.021,428,0.3188,21,False,ssf_9ddcf4dec5c1,ssf_550503ae0437
Q59976_STRSQ,RBP1_HUMAN,2,0.07388,0.19,0.231,0.0,0.072,110,0.2871,7,False,ssf_9ddcf4dec5c1,ssf_bc19e1d23319
Q59976_STRSQ,RCD1_ARATH,2,0.06841,0.778,0.2041,0.0,0.004,462,0.2332,6,False,ssf_9ddcf4dec5c1,ssf_329d15de34fe
Q59976_STRSQ,RCRO_LAMBD,2,0.06633,0.218,0.2298,0.0,0.0,133,0.1931,6,False,ssf_9ddcf4dec5c1,ssf_c6c5a726cc75
Q59976_STRSQ,RD23A_HUMAN,2,0.05197,0.188,0.255,0.0,0.001,100,0.1964,5,False,ssf_9ddcf4dec5c1,ssf_3998cbaed1a7
Q59976_STRSQ,RDRP_I33A0,2,0.1782,0.861,0.1758,0.016,0.018,939,0.2093,17,False,ssf_9ddcf4dec5c1,ssf_bcc2d8a187a4
Q59976_STRSQ,REV_HV1H2,2,0.09521,0.277,0.2356,0.0,0.027,144,0.1983,9,False,ssf_9ddcf4dec5c1,ssf_4ddd0adc0328
Q59976_STRSQ,RFAH_ECOLI,2,0.06266,0.721,0.1397,0.0,0.005,375,0.1696,6,False,ssf_9ddcf4dec5c1,ssf_12ebdb52f01c
Q59976_STRSQ,RL20_AQUAE,2,0.07634,0.257,0.1846,0.0,0.02,179,0.2307,7,False,ssf_9ddcf4dec5c1,ssf_310c599ef29a
Q59976_STRSQ,RL40A_YEAST,2,0.1037,0.68,0.1934,0.0,0.01,470,0.1948,10,False,ssf_9ddcf4dec5c1,ssf_09950e3c22ee
Q59976_STRSQ,RNC_ECOLI,2,0.1329,0.567,0.1637,0.009,0.018,402,0.1859,13,False,ssf_9ddcf4dec5c1,ssf_692c79c706c4
Q59976_STRSQ,RPC1_BP434,2,0.08124,0.283,0.2226,0.0,0.019,154,0.2279,8,False,ssf_9ddcf4dec5c1,ssf_ffbe89385f32
Q59976_STRSQ,RS15_GEOSE,2,0.08446,0.383,0.2494,0.0,0.014,295,0.2889,8,False,ssf_9ddcf4dec5c1,ssf_bcab9ac142f5
Q59976_STRSQ,S22A1_HUMAN,2,0.2224,0.83,0.2012,0.04,0.023,712,0.23,22,False,ssf_9ddcf4dec5c1,ssf_dedbcf3c34ac
Q59976_STRSQ,SAV1_MOUSE,2,0.04943,0.836,0.1817,0.0,0.006,433,0.1993,4,False,ssf_9ddcf4dec5c1,ssf_0d40c1bb820d
Q59976_STRSQ,SBI_STAAM,2,0.08129,0.17,0.2826,0.0,0.065,95,0.281,8,False,ssf_9ddcf4dec5c1,ssf_60dadcbd5371
Q59976_STRSQ,SC6A4_HUMAN,2,0.2063,0.633,0.1921,0.034,0.019,664,0.2258,21,False,ssf_9ddcf4dec5c1,ssf_5602ca7080fe
Q59976_STRSQ,SCIN_STAAR,2,0.08002,0.429,0.2152,0.0,0.016,464,0.2268,8,False,ssf_9ddcf4dec5c1,ssf_cf940c8da196
Q59976_STRSQ,SDA_BACSU,2,0.06541,0.176,0.2433,0.0,0.021,163,0.2594,6,False,ssf_9ddcf4dec5c1,ssf_3a5047c87583
Q59976_STRSQ,SERC_HUMAN,2,0.2352,0.824,0.1854,0.045,0.02,599,0.2645,23,False,ssf_9ddcf4dec5c1,ssf_f2035d659d6a
Q59976_STRSQ,SHOC2_HUMAN,2,0.194,0.552,0.201,0.034,0.014,689,0.2054,21,False,ssf_9ddcf4dec5c1,ssf_6f5083a5504d
Q59976_STRSQ,SOX30_HUMAN,2,0.08074,0.597,0.2026,0.0,0.009,306,0.2576,8,False,ssf_9ddcf4dec5c1,ssf_6cc095ce3976
Q59976_STRSQ,SPA_STAAU,2,0.06397,0.1,0.2101,0.0,0.035,57,0.2432,6,False,ssf_9ddcf4dec5c1,ssf_5e471b6b3e5d
Q59976_STRSQ,SPG1_STRSG,2,0.1719,0.598,0.2049,0.016,0.015,585,0.179,17,False,ssf_9ddcf4dec5c1,ssf_db4b6fc031cf
Q59976_STRSQ,SPG2_STRSG,2,0.07308,0.81,0.2103,0.0,0.012,411,0.2451,7,False,ssf_9ddcf4dec5c1,ssf_67e127763d3d
Q59976_STRSQ,SPIKE_SARS2,2,0.1064,0.438,0.1923,0.0,0.015,1246,0.161,10,False,ssf_9ddcf4dec5c1,ssf_761ae81d509c
Q59976_STRSQ,SPTN1_CHICK,2,0.05773,0.283,0.1473,0.0,0.012,163,0.1553,5,False,ssf_9ddcf4dec5c1,ssf_b0e1111705e5
Q59976_STRSQ,SQSTM_MOUSE,2,0.04901,0.066,0.1946,0.0,0.05,386,0.2303,4,False,ssf_9ddcf4dec5c1,ssf_fd3d638b0af8
Q59976_STRSQ,SR43C_ARATH,2,0.05731,0.401,0.1296,0.0,0.004,213,0.171,5,False,ssf_9ddcf4dec5c1,ssf_63a1a4e89751
Q59976_STRSQ,SRBS1_HUMAN,2,0.06394,0.91,0.1366,0.0,0.004,480,0.1811,6,False,ssf_9ddcf4dec5c1,ssf_09af8f8b7309
Q59976_STRSQ,SRC_HUMAN,2,0.236,0.774,0.2114,0.051,0.017,612,0.2413,24,False,ssf_9ddcf4dec5c1,ssf_c38d9b4005f8
Q59976_STRSQ,SUMO1_HUMAN,2,0.08922,0.303,0.1791,0.0,0.026,375,0.2029,9,False,ssf_9ddcf4dec5c1,ssf_19622d9f3f73
Q59976_STRSQ,SYUA_HUMAN,2,0.08337,0.361,0.2105,0.0,0.005,198,0.1582,8,False,ssf_9ddcf4dec5c1,ssf_87dffde05f09
Q59976_STRSQ,TADBP_HUMAN,2,0.1636,0.432,0.1817,0.014,0.015,521,0.1757,16,False,ssf_9ddcf4dec5c1,ssf_b0af6d5185b3
Q59976_STRSQ,TAT_HV1BR,2,0.07243,0.57,0.1554,0.0,0.006,452,0.1649,7,False,ssf_9ddcf4dec5c1,ssf_0d06a357cd85
Q59976_STRSQ,TCRG1_MOUSE,2,0.04773,0.106,0.1469,0.0,0.0,207,0.1623,4,False,ssf_9ddcf4dec5c1,ssf_a21d29addbd9
Q59976_STRSQ,THO1_YEAST,2,0.04671,0.068,0.1877,0.0,0.009,401,0.2296,4,False,ssf_9ddcf4dec5c1,ssf_a523304d9a92
Q59976_STRSQ,TNKS2_HUMAN,2,0.07243,0.337,0.2078,0.0,0.017,171,0.2636,7,False,ssf_9ddcf4dec5c1,ssf_1a40a2a2ccdc
Q59976_STRSQ,TPK1_HUMAN,2,0.2219,0.709,0.2294,0.04,0.024,538,0.3079,22,False,ssf_9ddcf4dec5c1,ssf_3c2e5ceba3be
Q59976_STRSQ,TPMT_HUMAN,2,0.232,0.902,0.2273,0.051,0.027,531,0.3179,24,False,ssf_9ddcf4dec5c1,ssf_b5a772423035
Q59976_STRSQ,TPOR_HUMAN,2,0.1448,0.537,0.1513,0.01,0.015,707,0.1571,14,False,ssf_9ddcf4dec5c1,ssf_540579521118
Q59976_STRSQ,TRPC_SACS2,2,0.346,0.843,0.4134,0.126,0.045,465,0.4909,34,False,ssf_9ddcf4dec5c1,ssf_415fc4c4433b
Q59976_STRSQ,TRPC_THEMA,2,0.271,0.723,0.3769,0.069,0.038,387,0.3849,27,False,ssf_9ddcf4dec5c1,ssf_415fc4c4433b
Q59976_STRSQ,UBC9_HUMAN,2,0.1247,0.818,0.1837,0.01,0.021,509,0.2116,14,False,ssf_9ddcf4dec5c1,ssf_ab8b39992872
Q59976_STRSQ,UBE4B_HUMAN,2,0.08788,0.491,0.1837,0.0,0.011,261,0.2439,8,False,ssf_9ddcf4dec5c1,ssf_a47101dcf200
Q59976_STRSQ,UBE4B_MOUSE,2,0.1486,0.486,0.2592,0.01,0.014,785,0.2207,14,False,ssf_9ddcf4dec5c1,ssf_2d1d2debf9a5
Q59976_STRSQ,UBR5_HUMAN,2,0.05745,0.697,0.1932,0.0,0.002,368,0.2068,5,False,ssf_9ddcf4dec5c1,ssf_059a8d032aa4
Q59976_STRSQ,VG08_BPP22,2,0.06428,0.13,0.215,0.0,0.014,71,0.3044,6,False,ssf_9ddcf4dec5c1,ssf_ffaeeb6011e9
Q59976_STRSQ,VILI_CHICK,2,0.06549,0.281,0.1779,0.0,0.045,219,0.1894,8,False,ssf_9ddcf4dec5c1,ssf_0815efaffc38
Q59976_STRSQ,VKOR1_HUMAN,2,0.1821,0.842,0.2276,0.02,0.028,450,0.2969,18,False,ssf_9ddcf4dec5c1,ssf_893ea5ec829f
Q59976_STRSQ,VRPI_BPT7,2,0.07408,0.178,0.2065,0.0,0.037,158,0.2501,7,False,ssf_9ddcf4dec5c1,ssf_c5c95e85f55b
Q59976_STRSQ,YAIA_ECOLI,2,0.051,0.074,0.1675,0.0,0.052,97,0.2046,5,False,ssf_9ddcf4dec5c1,ssf_ac44f5c3e836
Q59976_STRSQ,YNZC_BACSU,2,0.05535,0.104,0.2014,0.0,0.049,76,0.2915,5,False,ssf_9ddcf4dec5c1,ssf_ca121528f828
Q6WV12_9MAXI,Q837P4_ENTFA,2,0.1367,0.375,0.1891,0.009,0.015,553,0.2062,13,False,ssf_cba7b508de0e,ssf_cdfaa4cd70ca
Q6WV12_9MAXI,Q837P5_ENTFA,2,0.1347,0.389,0.2581,0.009,0.018,327,0.2042,13,False,ssf_cba7b508de0e,ssf_cdfaa4cd70ca
Q6WV12_9MAXI,Q8WTC7_9CNID,2,0.8235,0.937,0.7388,0.988,0.179,229,0.8513,82,True,ssf_cba7b508de0e,ssf_cba7b508de0e
Q6WV12_9MAXI,R1AB_SARS2,2,0.2418,0.526,0.2855,0.051,0.022,225,0.2741,24,False,ssf_cba7b508de0e,ssf_9fc1ecf8307b
Q6WV12_9MAXI,RAD_ANTMA,2,0.1309,0.302,0.1891,0.009,0.012,88,0.2357,13,False,ssf_cba7b508de0e,ssf_0eef6f01f081
Q6WV12_9MAXI,RASH_HUMAN,2,0.232,0.852,0.2076,0.045,0.03,297,0.2433,23,False,ssf_cba7b508de0e,ssf_550503ae0437
Q6WV12_9MAXI,RASK_HUMAN,2,0.2547,0.83,0.232,0.057,0.027,259,0.2692,25,False,ssf_cba7b508de0e,ssf_550503ae0437
Q6WV12_9MAXI,RBP1_HUMAN,2,0.1201,0.725,0.1838,0.01,0.011,220,0.2108,14,False,ssf_cba7b508de0e,ssf_bc19e1d23319
Q6WV12_9MAXI,RCD1_ARATH,2,0.1292,0.772,0.1955,0.009,0.004,219,0.2288,13,False,ssf_cba7b508de0e,ssf_329d15de34fe
Q6WV12_9MAXI,RCRO_LAMBD,2,0.1419,0.577,0.236,0.01,0.041,143,0.246,14,False,ssf_cba7b508de0e,ssf_c6c5a726cc75
Q6WV12_9MAXI,RD23A_HUMAN,2,0.1096,0.676,0.1892,0.0,0.017,176,0.2412,10,False,ssf_cba7b508de0e,ssf_3998cbaed1a7
Q6WV12_9MAXI,RDRP_I33A0,2,0.09858,0.362,0.1876,0.0,0.013,483,0.177,9,False,ssf_cba7b508de0e,ssf_bcc2d8a187a4
Q6WV12_9MAXI,REV_HV1H2,2,0.1343,0.311,0.1773,0.009,0.043,92,0.1751,13,False,ssf_cba7b508de0e,ssf_4ddd0adc0328
Q6WV12_9MAXI,RFAH_ECOLI,2,0.1318,0.82,0.2897,0.009,0.02,222,0.2443,13,False,ssf_cba7b508de0e,ssf_12ebdb52f01c
Q6WV12_9MAXI,RL20_AQUAE,2,0.1369,0.752,0.1792,0.009,0.016,198,0.2426,13,False,ssf_cba7b508de0e,ssf_310c599ef29a
Q6WV12_9MAXI,RL40A_YEAST,2,0.1876,0.602,0.26,0.02,0.019,210,0.2303,18,False,ssf_cba7b508de0e,ssf_09950e3c22ee
Q6WV12_9MAXI,RNC_ECOLI,2,0.238,0.761,0.2227,0.045,0.016,301,0.2395,23,False,ssf_cba7b508de0e,ssf_692c79c706c4
Q6WV12_9MAXI,RPC1_BP434,2,0.1069,0.716,0.183,0.008,0.015,215,0.1939,12,False,ssf_cba7b508de0e,ssf_ffbe89385f32
Q6WV12_9MAXI,RS15_GEOSE,2,0.1374,0.459,0.1652,0.009,0.047,189,0.243,13,False,ssf_cba7b508de0e,ssf_bcab9ac142f5
Q6WV12_9MAXI,S22A1_HUMAN,2,0.1498,0.841,0.1606,0.011,0.017,580,0.219,15,False,ssf_cba7b508de0e,ssf_dedbcf3c34ac
Q6WV12_9MAXI,SAV1_MOUSE,2,0.09966,0.167,0.2364,0.0,0.081,144,0.1978,9,False,ssf_cba7b508de0e,ssf_0d40c1bb820d
Q6WV12_9MAXI,SBI_STAAM,2,0.1351,0.893,0.1995,0.009,0.004,208,0.2351,13,False,ssf_cba7b508de0e,ssf_60dadcbd5371
Q6WV12_9MAXI,SC6A4_HUMAN,2,0.1366,0.76,0.1469,0.009,0.012,575,0.219,13,False,ssf_cba7b508de0e,ssf_5602ca7080fe
Q6WV12_9MAXI,SCIN_STAAR,2,0.1683,0.518,0.2098,0.014,0.032,124,0.2689,16,False,ssf_cba7b508de0e,ssf_cf940c8da196
Q6WV12_9MAXI,SDA_BACSU,2,0.1245,0.869,0.1732,0.008,0.029,201,0.2469,12,False,ssf_cba7b508de0e,ssf_3a5047c87583
Q6WV12_9MAXI,SERC_HUMAN,2,0.2022,0.954,0.1961,0.029,0.021,458,0.2462,20,False,ssf_cba7b508de0e,ssf_f2035d659d6a
Q6WV12_9MAXI,SHOC2_HUMAN,2,0.1152,0.299,0.2125,0.007,0.027,289,0.1726,11,False,ssf_cba7b508de0e,ssf_6f5083a5504d
Q6WV12_9MAXI,SOX30_HUMAN,2,0.151,0.725,0.1986,0.011,0.005,175,0.2767,15,False,ssf_cba7b508de0e,ssf_6cc095ce3976
Q6WV12_9MAXI,SPA_STAAU,2,0.1487,0.766,0.1591,0.01,0.022,177,0.2759,14,False,ssf_cba7b508de0e,ssf_5e471b6b3e5d
Q6WV12_9MAXI,SPG1_STRSG,2,0.09086,0.147,0.1782,0.0,0.019,283,0.1234,9,False,ssf_cba7b508de0e,ssf_db4b6fc031cf
Q6WV12_9MAXI,SPG2_STRSG,2,0.1872,0.509,0.3436,0.02,0.042,119,0.3845,18,False,ssf_cba7b508de0e,ssf_67e127763d3d
Q6WV12_9MAXI,SPIKE_SARS2,2,0.08707,0.487,0.2909,0.0,0.012,703,0.2207,8,False,ssf_cba7b508de0e,ssf_761ae81d509c
Q6WV12_9MAXI,SPTN1_CHICK,2,0.1307,0.505,0.3612,0.009,0.015,130,0.258,13,False,ssf_cba7b508de0e,ssf_b0e1111705e5
Q6WV12_9MAXI,SQSTM_MOUSE,2,0.1078,0.423,0.1407,0.0,0.019,107,0.2073,10,False,ssf_cba7b508de0e,ssf_fd3d638b0af8
Q6WV12_9MAXI,SR43C_ARATH,2,0.1261,0.577,0.3336,0.008,0.0,140,0.2605,12,False,ssf_cba7b508de0e,ssf_63a1a4e89751
Q6WV12_9MAXI,SRBS1_HUMAN,2,0.1367,0.491,0.2261,0.009,0.015,127,0.2167,13,False,ssf_cba7b508de0e,ssf_09af8f8b7309
Q6WV12_9MAXI,SRC_HUMAN,2,0.1756,0.7,0.2417,0.016,0.026,451,0.2533,17,False,ssf_cba7b508de0e,ssf_c38d9b4005f8
Q6WV12_9MAXI,SUMO1_HUMAN,2,0.2192,0.586,0.2733,0.034,0.021,142,0.2953,21,False,ssf_cba7b508de0e,ssf_19622d9f3f73
Q6WV12_9MAXI,SYUA_HUMAN,2,0.1174,0.364,0.131,0.007,0.035,179,0.14,11,False,ssf_cba7b508de0e,ssf_87dffde05f09
Q6WV12_9MAXI,TADBP_HUMAN,2,0.1165,0.208,0.2351,0.007,0.033,419,0.1477,11,False,ssf_cba7b508de0e,ssf_b0af6d5185b3
Q6WV12_9MAXI,TAT_HV1BR,2,0.1177,0.686,0.1344,0.008,0.012,249,0.169,12,False,ssf_cba7b508de0e,ssf_0d06a357cd85
Q6WV12_9MAXI,TCRG1_MOUSE,2,0.1034,0.162,0.278,0.0,0.083,36,0.2504,10,False,ssf_cba7b508de0e,ssf_a21d29addbd9
Q6WV12_9MAXI,THO1_YEAST,2,0.1002,0.189,0.1499,0.0,0.0,55,0.2033,10,False,ssf_cba7b508de0e,ssf_a523304d9a92
Q6WV12_9MAXI,TNKS2_HUMAN,2,0.1355,0.23,0.2329,0.009,0.084,115,0.2405,13,False,ssf_cba7b508de0e,ssf_1a40a2a2ccdc
Q6WV12_9MAXI,TPK1_HUMAN,2,0.2058,0.739,0.1752,0.034,0.017,336,0.2123,21,False,ssf_cba7b508de0e,ssf_3c2e5ceba3be
Q6WV12_9MAXI,TPMT_HUMAN,2,0.2538,0.89,0.2148,0.057,0.022,305,0.2613,25,False,ssf_cba7b508de0e,ssf_b5a772423035
Q6WV12_9MAXI,TPOR_HUMAN,2,0.1387,0.398,0.2841,0.009,0.017,336,0.222,13,False,ssf_cba7b508de0e,ssf_540579521118
Q6WV12_9MAXI,TRPC_SACS2,2,0.2428,0.793,0.2264,0.051,0.019,307,0.2518,24,False,ssf_cba7b508de0e,ssf_415fc4c4433b
Q6WV12_9MAXI,TRPC_THEMA,2,0.2272,0.79,0.2003,0.04,0.031,318,0.2365,22,False,ssf_cba7b508de0e,ssf_415fc4c4433b
Q6WV12_9MAXI,UBC9_HUMAN,2,0.2877,0.91,0.2588,0.076,0.011,255,0.3255,28,False,ssf_cba7b508de0e,ssf_ab8b39992872
Q6WV12_9MAXI,UBE4B_HUMAN,2,0.1296,0.333,0.1769,0.009,0.03,135,0.2075,13,False,ssf_cba7b508de0e,ssf_a47101dcf200
Q6WV12_9MAXI,UBE4B_MOUSE,2,0.06731,0.428,0.2013,0.0,0.006,1058,0.1579,6,False,ssf_cba7b508de0e,ssf_2d1d2debf9a5
Q6WV12_9MAXI,UBR5_HUMAN,2,0.1414,0.545,0.2047,0.01,0.014,136,0.2383,14,False,ssf_cba7b508de0e,ssf_059a8d032aa4
Q6WV12_9MAXI,VG08_BPP22,2,0.1041,0.694,0.1373,0.0,0.0,165,0.2345,10,False,ssf_cba7b508de0e,ssf_ffaeeb6011e9
Q6WV12_9MAXI,VILI_CHICK,2,0.1422,0.851,0.1518,0.01,0.0,205,0.2194,14,False,ssf_cba7b508de0e,ssf_0815efaffc38
Q6WV12_9MAXI,VKOR1_HUMAN,2,0.2195,0.806,0.2321,0.034,0.025,238,0.2447,21,False,ssf_cba7b508de0e,ssf_893ea5ec829f
Q6WV12_9MAXI,VRPI_BPT7,2,0.1382,0.441,0.269,0.011,0.04,123,0.2494,15,False,ssf_cba7b508de0e,ssf_c5c95e85f55b
Q6WV12_9MAXI,YAIA_ECOLI,2,0.1406,0.18,0.276,0.01,0.095,42,0.2766,14,False,ssf_cba7b508de0e,ssf_ac44f5c3e836
Q6WV12_9MAXI,YNZC_BACSU,2,0.09537,0.261,0.1553,0.0,0.04,74,0.2181,9,False,ssf_cba7b508de0e,ssf_ca121528f828
Q837P4_ENTFA,Q837P5_ENTFA,2,0.8975,0.988,0.7793,0.996,0.28,584,0.9109,89,True,ssf_cdfaa4cd70ca,ssf_cdfaa4cd70ca
Q837P4_ENTFA,Q8WTC7_9CNID,2,0.1294,0.382,0.2278,0.009,0.028,349,0.189,13,False,ssf_cdfaa4cd70ca,ssf_cba7b508de0e
Q837P4_ENTFA,R1AB_SARS2,2,0.1712,0.559,0.2407,0.016,0.01,490,0.2254,17,False,ssf_cdfaa4cd70ca,ssf_9fc1ecf8307b
Q837P4_ENTFA,RAD_ANTMA,2,0.04816,0.063,0.2429,0.0,0.053,113,0.2088,4,False,ssf_cdfaa4cd70ca,ssf_0eef6f01f081
Q837P4_ENTFA,RASH_HUMAN,2,0.1073,0.767,0.2471,0.0,0.009,526,0.1786,10,False,ssf_cdfaa4cd70ca,ssf_550503ae0437
Q837P4_ENTFA,RASK_HUMAN,2,0.1249,0.801,0.2236,0.008,0.007,521,0.2031,12,False,ssf_cdfaa4cd70ca,ssf_550503ae0437
Q837P4_ENTFA,RBP1_HUMAN,2,0.07685,0.088,0.6037,0.0,0.072,55,0.3159,7,False,ssf_cdfaa4cd70ca,ssf_bc19e1d23319
Q837P4_ENTFA,RCD1_ARATH,2,0.0712,0.521,0.3472,0.0,0.012,312,0.2788,7,False,ssf_cdfaa4cd70ca,ssf_329d15de34fe
Q837P4_ENTFA,RCRO_LAMBD,2,0.06387,0.11,0.2914,0.0,0.024,82,0.1921,6,False,ssf_cdfaa4cd70ca,ssf_c6c5a726cc75
Q837P4_ENTFA,RD23A_HUMAN,2,0.06149,0.165,0.3856,0.0,0.071,98,0.3079,6,False,ssf_cdfaa4cd70ca,ssf_3998cbaed1a7
Q837P4_ENTFA,RDRP_I33A0,2,0.1851,0.608,0.2408,0.02,0.017,816,0.2041,18,False,ssf_cdfaa4cd70ca,ssf_bcc2d8a187a4
Q837P4_ENTFA,REV_HV1H2,2,0.09845,0.207,0.3585,0.0,0.035,140,0.248,9,False,ssf_cdfaa4cd70ca,ssf_4ddd0adc0328
Q837P4_ENTFA,RFAH_ECOLI,2,0.05082,0.093,0.241,0.0,0.027,73,0.1601,5,False,ssf_cdfaa4cd70ca,ssf_12ebdb52f01c
Q837P4_ENTFA,RL20_AQUAE,2,0.05985,0.112,0.2617,0.0,0.082,115,0.2229,5,False,ssf_cdfaa4cd70ca,ssf_310c599ef29a
Q837P4_ENTFA,RL40A_YEAST,2,0.1089,0.922,0.2003,0.0,0.009,609,0.2111,10,False,ssf_cdfaa4cd70ca,ssf_09950e3c22ee
Q837P4_ENTFA,RNC_ECOLI,2,0.1567,0.399,0.328,0.011,0.03,310,0.2429,15,False,ssf_cdfaa4cd70ca,ssf_692c79c706c4
Q837P4_ENTFA,RPC1_BP434,2,0.06546,0.104,0.3341,0.0,0.057,81,0.2158,7,False,ssf_cdfaa4cd70ca,ssf_ffbe89385f32
Q837P4_ENTFA,RS15_GEOSE,2,0.08647,0.448,0.5657,0.0,0.018,272,0.3766,8,False,ssf_cdfaa4cd70ca,ssf_bcab9ac142f5
Q837P4_ENTFA,S22A1_HUMAN,2,0.274,0.978,0.2915,0.069,0.02,875,0.2798,27,False,ssf_cdfaa4cd70ca,ssf_dedbcf3c34ac
Q837P4_ENTFA,SAV1_MOUSE,2,0.04222,0.34,0.193,0.0,0.018,224,0.1474,4,False,ssf_cdfaa4cd70ca,ssf_0d40c1bb820d
Q837P4_ENTFA,SBI_STAAM,2,0.07523,0.087,0.3498,0.0,0.087,57,0.3081,7,False,ssf_cdfaa4cd70ca,ssf_60dadcbd5371
Q837P4_ENTFA,SC6A4_HUMAN,2,0.1787,0.71,0.2221,0.016,0.014,896,0.1826,17,False,ssf_cdfaa4cd70ca,ssf_5602ca7080fe
Q837P4_ENTFA,SCIN_STAAR,2,0.09613,0.559,0.438,0.0,0.012,333,0.3314,9,False,ssf_cdfaa4cd70ca,ssf_cf940c8da196
Q837P4_ENTFA,SDA_BACSU,2,0.05001,0.058,0.24,0.0,0.054,109,0.2486,5,False,ssf_cdfaa4cd70ca,ssf_3a5047c87583
Q837P4_ENTFA,SERC_HUMAN,2,0.1479,0.396,0.1976,0.014,0.03,498,0.1768,16,False,ssf_cdfaa4cd70ca,ssf_f2035d659d6a
Q837P4_ENTFA,SHOC2_HUMAN,2,0.206,0.813,0.2209,0.029,0.019,861,0.2069,20,False,ssf_cdfaa4cd70ca,ssf_6f5083a5504d
Q837P4_ENTFA,SOX30_HUMAN,2,0.06928,0.56,0.3012,0.0,0.002,336,0.2278,6,False,ssf_cdfaa4cd70ca,ssf_6cc095ce3976
Q837P4_ENTFA,SPA_STAAU,2,0.05753,0.068,0.4068,0.0,0.025,40,0.2388,5,False,ssf_cdfaa4cd70ca,ssf_5e471b6b3e5d
Q837P4_ENTFA,SPG1_STRSG,2,0.2007,0.725,0.2982,0.029,0.015,689,0.2242,20,False,ssf_cdfaa4cd70ca,ssf_db4b6fc031cf
Q837P4_ENTFA,SPG2_STRSG,2,0.06692,0.54,0.2761,0.0,0.006,323,0.2598,6,False,ssf_cdfaa4cd70ca,ssf_67e127763d3d
Q837P4_ENTFA,SPIKE_SARS2,2,0.1437,0.859,0.202,0.01,0.01,1410,0.2029,14,False,ssf_cdfaa4cd70ca,ssf_761ae81d509c
Q837P4_ENTFA,SPTN1_CHICK,2,0.04976,0.148,0.1787,0.0,0.018,109,0.1437,4,False,ssf_cdfaa4cd70ca,ssf_b0e1111705e5
Q837P4_ENTFA,SQSTM_MOUSE,2,0.05535,0.114,0.3433,0.0,0.042,70,0.2471,5,False,ssf_cdfaa4cd70ca,ssf_fd3d638b0af8
Q837P4_ENTFA,SR43C_ARATH,2,0.0467,0.138,0.3177,0.0,0.032,299,0.1719,4,False,ssf_cdfaa4cd70ca,ssf_63a1a4e89751
Q837P4_ENTFA,SRBS1_HUMAN,2,0.06515,0.138,0.2537,0.0,0.02,100,0.2017,6,False,ssf_cdfaa4cd70ca,ssf_09af8f8b7309
Q837P4_ENTFA,SRC_HUMAN,2,0.1947,0.681,0.1849,0.024,0.021,800,0.2012,19,False,ssf_cdfaa4cd70ca,ssf_c38d9b4005f8
Q837P4_ENTFA,SUMO1_HUMAN,2,0.07358,0.526,0.2454,0.0,0.005,352,0.1863,7,False,ssf_cdfaa4cd70ca,ssf_19622d9f3f73
Q837P4_ENTFA,SYUA_HUMAN,2,0.08818,0.543,0.1443,0.0,0.01,461,0.1732,8,False,ssf_cdfaa4cd70ca,ssf_87dffde05f09
Q837P4_ENTFA,TADBP_HUMAN,2,0.1619,0.645,0.1714,0.014,0.011,633,0.1847,16,False,ssf_cdfaa4cd70ca,ssf_b0af6d5185b3
Q837P4_ENTFA,TAT_HV1BR,2,0.07022,0.319,0.2061,0.0,0.004,205,0.1871,7,False,ssf_cdfaa4cd70ca,ssf_0d06a357cd85
Q837P4_ENTFA,TCRG1_MOUSE,2,0.04191,0.341,0.2005,0.0,0.014,206,0.167,4,False,ssf_cdfaa4cd70ca,ssf_a21d29addbd9
Q837P4_ENTFA,THO1_YEAST,2,0.05053,0.148,0.27,0.0,0.031,95,0.2726,5,False,ssf_cdfaa4cd70ca,ssf_a523304d9a92
Q837P4_ENTFA,TNKS2_HUMAN,2,0.06618,0.087,0.3133,0.0,0.046,64,0.2289,6,False,ssf_cdfaa4cd70ca,ssf_1a40a2a2ccdc
Q837P4_ENTFA,TPK1_HUMAN,2,0.1745,0.363,0.2807,0.016,0.012,311,0.2608,17,False,ssf_cdfaa4cd70ca,ssf_3c2e5ceba3be
Q837P4_ENTFA,TPMT_HUMAN,2,0.1676,0.757,0.2663,0.014,0.019,526,0.2518,16,False,ssf_cdfaa4cd70ca,ssf_b5a772423035
Q837P4_ENTFA,TPOR_HUMAN,2,0.1777,0.832,0.1672,0.02,0.013,975,0.1827,18,False,ssf_cdfaa4cd70ca,ssf_540579521118
