assay_id,uniprot_id,uniprot_accession,mapping_coverage,canonical_start,canonical_end,pfam_accession,pfam_name,clan_accession,clan_name,domain_start,domain_end,domain_score,overlap_residues,overlap_fraction_of_shorter,qualifies_curated_domain
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,Q8RY59,1.0,511.0,567.0,PF00644,Poly(ADP-ribose) polymerase catalytic domain,CL0084,ADP-ribosyl,320,421,0.011,0,0.0,False
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,Q8RY59,1.0,511.0,567.0,PF12174,RCD1-SRO-TAF4 (RST) plant domain,,,502,568,2.9e-24,57,1.0,True
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,Q8RY59,1.0,511.0,567.0,PF23467,WWE domain,CL0783,WWE,83,162,6e-26,0,0.0,False
RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,P03040,0.8571428571428571,3.0,56.0,PF09048,Cro,CL0123,HTH,1,60,2.2e-26,54,1.0,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,P54725,1.0,161.0,204.0,PF00240,Ubiquitin family,CL0072,Ubiquitin,5,78,1.6e-16,0,0.0,False
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,P54725,1.0,161.0,204.0,PF00627,UBA/TS-N domain,CL0214,UBA,162,198,6.2e-10,37,1.0,True
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,P54725,1.0,161.0,204.0,PF00627,UBA/TS-N domain,CL0214,UBA,321,355,2e-07,0,0.0,False
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,P54725,1.0,161.0,204.0,PF09280,XPC-binding domain,,,232,287,2.1e-20,0,0.0,False
RDRP_I33A0_Li_2023,RDRP_I33A0,P03430,1.0,1.0,757.0,PF00602,Influenza RNA-dependent RNA polymerase subunit PB1,,,1,741,0.0,741,1.0,True
REV_HV1H2_Fernandes_2016,REV_HV1H2,P04618,0.9913793103448276,1.0,116.0,PF00424,REV protein (anti-repression trans-activator protein),,,1,91,7.6e-47,91,1.0,True
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,P0AFW0,1.0,108.0,162.0,PF02357,Transcription termination factor nusG,CL0439,NusG-like,3,96,1.9e-18,0,0.0,False
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,O67086,1.0,59.0,117.0,PF00453,Ribosomal protein L20,,,4,106,3.1e-43,48,0.8135593220338984,True
RL40A_YEAST_Mavor_2016,RL40A_YEAST,P0CH08,1.0,1.0,128.0,PF00240,Ubiquitin family,CL0072,Ubiquitin,3,74,6.6e-29,72,1.0,True
RL40A_YEAST_Mavor_2016,RL40A_YEAST,P0CH08,1.0,1.0,128.0,PF01020,Ribosomal L40e family,CL0167,Zn_Beta_Ribbon,78,127,5.2e-27,50,1.0,True
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,P0CH08,1.0,1.0,128.0,PF00240,Ubiquitin family,CL0072,Ubiquitin,3,74,6.6e-29,72,1.0,True
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,P0CH08,1.0,1.0,128.0,PF01020,Ribosomal L40e family,CL0167,Zn_Beta_Ribbon,78,127,5.2e-27,50,1.0,True
RL40A_YEAST_Roscoe_2014,RL40A_YEAST,P0CH08,1.0,1.0,128.0,PF00240,Ubiquitin family,CL0072,Ubiquitin,3,74,6.6e-29,72,1.0,True
RL40A_YEAST_Roscoe_2014,RL40A_YEAST,P0CH08,1.0,1.0,128.0,PF01020,Ribosomal L40e family,CL0167,Zn_Beta_Ribbon,78,127,5.2e-27,50,1.0,True
RNC_ECOLI_Weeks_2023,RNC_ECOLI,P0A7Y0,1.0,1.0,226.0,PF00035,Double-stranded RNA binding motif,CL0196,DSRM,156,223,6.2e-12,68,1.0,True
RNC_ECOLI_Weeks_2023,RNC_ECOLI,P0A7Y0,1.0,1.0,226.0,PF14622,Ribonuclease-III-like,CL0539,RNase_III,20,141,8.9e-31,122,1.0,True
RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,P16117,1.0,2.0,62.0,PF01381,Helix-turn-helix,CL0123,HTH,7,60,2e-10,54,1.0,True
RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,P05766,1.0,24.0,86.0,PF00312,Ribosomal protein S15,CL0600,S15_NS1,8,88,2e-36,63,1.0,True
S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,O15245,1.0,2.0,554.0,PF00083,Sugar (and other) transporter,CL0015,MFS,148,523,1.4e-28,376,1.0,True
S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,O15245,1.0,2.0,554.0,PF00083,Sugar (and other) transporter,CL0015,MFS,148,523,1.4e-28,376,1.0,True
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,Q8VEB2,0.8372093023255814,198.0,233.0,PF00397,WW domain,CL0680,WW,202,231,1.1e-05,30,1.0,True
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,Q931F4,1.0,205.0,260.0,PF02216,B domain,CL0598,B_GA,44,94,3.7e-23,0,0.0,False
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,Q931F4,1.0,205.0,260.0,PF02216,B domain,CL0598,B_GA,96,148,5.8e-23,0,0.0,False
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,Q931F4,1.0,205.0,260.0,PF11621,C3 binding domain 4 of IgG-bind protein SBI,,,198,266,1e-42,56,1.0,True
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,P31645,1.0,1.0,630.0,PF00209,Sodium:neurotransmitter symporter family,CL0062,APC,79,598,0.0,520,1.0,True
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,P31645,1.0,1.0,630.0,PF03491,"Serotonin (5-HT) neurotransmitter transporter, N-terminus",,,24,64,1.8e-23,41,1.0,True
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,Q6GFB4,1.0,42.0,111.0,PF11546,Staphylococcal complement inhibitor SCIN,,,1,114,3.9e-52,70,1.0,True
SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,Q7WY62,1.0,7.0,50.0,PF08970,Sporulation inhibitor A,,,7,50,9.4e-18,44,1.0,True
SERC_HUMAN_Xie_2023,SERC_HUMAN,Q9Y617,1.0,1.0,370.0,PF00266,Aminotransferase class-V,CL0061,PLP_aminotran,8,357,5.7e-61,350,1.0,True
SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,Q9UQ13,1.0,1.0,582.0,PF13855,Leucine rich repeat,CL0022,LRR,124,181,7.6e-08,58,1.0,True
SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,Q9UQ13,1.0,1.0,582.0,PF23598,Leucine-rich repeat region,CL0022,LRR,209,338,1.2e-12,130,1.0,True
SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,Q9UQ13,1.0,1.0,582.0,PF23598,Leucine-rich repeat region,CL0022,LRR,444,526,1.3e-09,83,1.0,True
SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,O94993,1.0,339.0,395.0,PF00505,HMG (high mobility group) box,CL0114,HMG-box,337,404,2.9e-19,57,1.0,True
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF00746,LPXTG cell wall anchor motif,,,467,506,0.00033,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF01476,LysM domain,CL0187,LysM,415,457,1.2e-09,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF02216,B domain,CL0598,B_GA,37,88,1.7e-25,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF02216,B domain,CL0598,B_GA,97,149,2.8e-26,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF02216,B domain,CL0598,B_GA,155,207,2.5e-25,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF02216,B domain,CL0598,B_GA,213,265,1.1e-25,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF02216,B domain,CL0598,B_GA,271,323,1.4e-24,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,326,333,15000.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,334,341,5600.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,342,349,5600.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,350,357,140000.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,358,365,5600.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,366,373,140000.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,374,381,5600.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,382,389,5600.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,390,397,5600.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,398,405,5600.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF03373,Octapeptide repeat,,,406,413,8200.0,0,0.0,False
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,0.7454545454545455,215.0,269.0,PF04650,YSIRK type signal peptide,,,2,26,1.5e-06,0,0.0,False
SPG1_STRSG_Olson_2014,SPG1_STRSG,P06654,0.9977678571428571,1.0,448.0,PF00746,LPXTG cell wall anchor motif,,,407,447,5.3e-10,41,1.0,True
SPG1_STRSG_Olson_2014,SPG1_STRSG,P06654,0.9977678571428571,1.0,448.0,PF01378,B domain,CL0072,Ubiquitin,227,283,4.4e-08,57,1.0,True
SPG1_STRSG_Olson_2014,SPG1_STRSG,P06654,0.9977678571428571,1.0,448.0,PF01378,B domain,CL0072,Ubiquitin,297,354,7.3e-09,58,1.0,True
SPG1_STRSG_Olson_2014,SPG1_STRSG,P06654,0.9977678571428571,1.0,448.0,PF17573,GA-like domain,CL0598,B_GA,100,143,2e-06,44,1.0,True
SPG1_STRSG_Olson_2014,SPG1_STRSG,P06654,0.9977678571428571,1.0,448.0,PF17573,GA-like domain,CL0598,B_GA,174,220,1.2e-06,47,1.0,True
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,P19909,0.8928571428571429,303.0,357.0,PF00746,LPXTG cell wall anchor motif,,,552,592,1.1e-09,0,0.0,False
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,P19909,0.8928571428571429,303.0,357.0,PF01378,B domain,CL0072,Ubiquitin,302,358,6.5e-08,55,1.0,True
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,P19909,0.8928571428571429,303.0,357.0,PF01378,B domain,CL0072,Ubiquitin,372,428,2.7e-08,0,0.0,False
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,P19909,0.8928571428571429,303.0,357.0,PF01378,B domain,CL0072,Ubiquitin,442,499,1.1e-08,0,0.0,False
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,P19909,0.8928571428571429,303.0,357.0,PF17573,GA-like domain,CL0598,B_GA,100,143,2e-07,0,0.0,False
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,P19909,0.8928571428571429,303.0,357.0,PF17573,GA-like domain,CL0598,B_GA,174,218,9.2e-06,0,0.0,False
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,P19909,0.8928571428571429,303.0,357.0,PF17573,GA-like domain,CL0598,B_GA,249,295,5.2e-08,0,0.0,False
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,P0DTC2,1.0,1.0,1273.0,PF01601,Coronavirus spike glycoprotein S2,CL0595,Fusion_gly,711,1232,0.0,522,1.0,True
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,P0DTC2,1.0,1.0,1273.0,PF09408,"Betacoronavirus spike glycoprotein S1, receptor binding",,,349,526,2.7e-52,178,1.0,True
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,P0DTC2,1.0,1.0,1273.0,PF16451,"Betacoronavirus-like spike glycoprotein S1, N-terminal",CL0004,Concanavalin,33,337,4.3e-65,305,1.0,True
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,P0DTC2,1.0,1.0,1273.0,PF19209,"Coronavirus spike glycoprotein S1, C-terminal",,,536,592,1.4e-11,57,1.0,True
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,P0DTC2,1.0,1.0,1273.0,PF01601,Coronavirus spike glycoprotein S2,CL0595,Fusion_gly,711,1232,0.0,522,1.0,True
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,P0DTC2,1.0,1.0,1273.0,PF09408,"Betacoronavirus spike glycoprotein S1, receptor binding",,,349,526,2.7e-52,178,1.0,True
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,P0DTC2,1.0,1.0,1273.0,PF16451,"Betacoronavirus-like spike glycoprotein S1, N-terminal",CL0004,Concanavalin,33,337,4.3e-65,305,1.0,True
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,P0DTC2,1.0,1.0,1273.0,PF19209,"Coronavirus spike glycoprotein S1, C-terminal",,,536,592,1.4e-11,57,1.0,True
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00018,SH3 domain,CL0010,SH3,974,1018,9.8e-12,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,44,146,9.3e-23,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,150,251,4.5e-25,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,256,358,5.3e-22,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,361,465,3.1e-19,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,468,570,6.5e-23,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,574,676,2e-22,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,679,781,1.2e-24,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,785,888,4.4e-27,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,891,969,5.8e-14,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,1095,1162,1.5e-11,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,1234,1336,1.3e-23,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,1339,1442,1.4e-20,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,1446,1549,2.8e-20,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,1552,1661,9.7e-14,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,1664,1767,1.4e-23,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,1769,1873,8.7e-27,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,1876,1979,3.3e-22,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,1983,2086,2.1e-20,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,2098,2199,5.2e-14,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF00435,Spectrin repeat,CL0743,Spectrin,2211,2315,7.6e-12,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF08726,Ca2+ insensitive EF hand,CL0220,EF_hand,2407,2475,3e-24,0,0.0,False
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,0.7833333333333333,952.0,1010.0,PF13499,EF-hand domain pair,CL0220,EF_hand,2335,2400,6.2e-08,0,0.0,False
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE,Q64337,1.0,395.0,434.0,PF00564,PB1 domain,CL0072,Ubiquitin,22,101,2.6e-09,0,0.0,False
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE,Q64337,1.0,395.0,434.0,PF00569,"Zinc finger, ZZ type",CL0229,RING,123,163,4.8e-08,0,0.0,False
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE,Q64337,1.0,395.0,434.0,PF16577,UBA domain,CL0214,UBA,381,442,5.4e-40,40,1.0,True
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,O22265,1.0,320.0,367.0,PF00385,Chromo (CHRromatin Organisation MOdifier) domain,CL0010,SH3,321,366,0.00018,46,1.0,True
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,O22265,1.0,320.0,367.0,PF12796,Ankyrin repeats (3 copies),CL0465,Ank,134,224,4.2e-11,0,0.0,False
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,Q9BX66,0.9104477611940298,870.0,930.0,PF00018,SH3 domain,CL0010,SH3,873,919,3.8e-07,47,1.0,True
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,Q9BX66,0.9104477611940298,870.0,930.0,PF02208,Sorbin homologous domain,,,370,411,2.9e-24,0,0.0,False
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,Q9BX66,0.9104477611940298,870.0,930.0,PF07653,Variant SH3 domain,CL0010,SH3,798,849,9.9e-09,0,0.0,False
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,Q9BX66,0.9104477611940298,870.0,930.0,PF14604,Variant SH3 domain,CL0010,SH3,1238,1288,1.3e-08,0,0.0,False
SRC_HUMAN_Ahler_2019,SRC_HUMAN,P12931,1.0,1.0,536.0,PF00017,SH2 domain,CL0541,SH2-like,151,233,2.2e-24,83,1.0,True
SRC_HUMAN_Ahler_2019,SRC_HUMAN,P12931,1.0,1.0,536.0,PF00018,SH3 domain,CL0010,SH3,90,137,1e-13,48,1.0,True
SRC_HUMAN_Ahler_2019,SRC_HUMAN,P12931,1.0,1.0,536.0,PF07714,Protein tyrosine and serine/threonine kinase,CL0016,PKinase,271,518,9e-92,248,1.0,True
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,P12931,1.0,1.0,536.0,PF00017,SH2 domain,CL0541,SH2-like,151,233,2.2e-24,83,1.0,True
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,P12931,1.0,1.0,536.0,PF00018,SH3 domain,CL0010,SH3,90,137,1e-13,48,1.0,True
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,P12931,1.0,1.0,536.0,PF07714,Protein tyrosine and serine/threonine kinase,CL0016,PKinase,271,518,9e-92,248,1.0,True
SRC_HUMAN_Nguyen_2022,SRC_HUMAN,P12931,1.0,1.0,536.0,PF00017,SH2 domain,CL0541,SH2-like,151,233,2.2e-24,83,1.0,True
SRC_HUMAN_Nguyen_2022,SRC_HUMAN,P12931,1.0,1.0,536.0,PF00018,SH3 domain,CL0010,SH3,90,137,1e-13,48,1.0,True
SRC_HUMAN_Nguyen_2022,SRC_HUMAN,P12931,1.0,1.0,536.0,PF07714,Protein tyrosine and serine/threonine kinase,CL0016,PKinase,271,518,9e-92,248,1.0,True
SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,P63165,1.0,1.0,101.0,PF11976,Ubiquitin-2 like Rad60 SUMO-like,CL0072,Ubiquitin,22,91,3.2e-19,70,1.0,True
SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,P37840,0.9571428571428572,1.0,140.0,PF01387,Synuclein,,,1,130,2.1e-51,130,1.0,True
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,Q13148,1.0,1.0,414.0,PF00076,RNA recognition motif,CL0221,RRM,106,164,1.1e-11,59,1.0,True
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,Q13148,1.0,1.0,414.0,PF00076,RNA recognition motif,CL0221,RRM,193,241,2.6e-07,49,1.0,True
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,Q13148,1.0,1.0,414.0,PF18694,"TAR DNA-binding protein 43, N-terminal domain",,,4,76,5.1e-28,73,1.0,True
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,Q13148,1.0,1.0,414.0,PF20910,"TAR DNA-binding protein 43, C-terminal",,,262,371,1.4e-42,110,1.0,True
TAT_HV1BR_Fernandes_2016,TAT_HV1BR,P04610,0.9186046511627907,1.0,86.0,PF00539,Transactivating regulatory protein (Tat),,,2,64,4.2e-36,63,1.0,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,1.0,430.0,466.0,PF00397,WW domain,CL0680,WW,137,162,9e-05,0,0.0,False
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,1.0,430.0,466.0,PF00397,WW domain,CL0680,WW,436,462,0.00015,27,1.0,True
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,1.0,430.0,466.0,PF01846,FF domain,CL0584,FF,664,711,6.8e-10,0,0.0,False
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,1.0,430.0,466.0,PF01846,FF domain,CL0584,FF,729,778,3.2e-09,0,0.0,False
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,1.0,430.0,466.0,PF01846,FF domain,CL0584,FF,796,845,5.9e-13,0,0.0,False
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,1.0,430.0,466.0,PF01846,FF domain,CL0584,FF,900,951,2.2e-07,0,0.0,False
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,1.0,430.0,466.0,PF01846,FF domain,CL0584,FF,958,1009,1.1e-06,0,0.0,False
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,1.0,430.0,466.0,PF01846,FF domain,CL0584,FF,1017,1073,1.4e-05,0,0.0,False
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,1.0,430.0,466.0,PF23517,TCERG1 WW domain,CL0680,WW,523,576,3.1e-27,0,0.0,False
THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,P40040,0.9512195121951219,2.0,41.0,PF02037,SAP domain,CL0306,HeH,3,38,3.4e-09,36,1.0,True
THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,P40040,0.9512195121951219,2.0,41.0,PF18592,Tho1/MOS11 C-terminal domain,,,128,164,1e-10,0,0.0,False
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF00023,Ankyrin repeat,CL0465,Ank,124,154,0.066,0,0.0,False
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF00023,Ankyrin repeat,CL0465,Ank,212,242,1.6e-05,0,0.0,False
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF00023,Ankyrin repeat,CL0465,Ank,746,775,0.029,0,0.0,False
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF00644,Poly(ADP-ribose) polymerase catalytic domain,CL0084,ADP-ribosyl,963,1128,1.9e-17,0,0.0,False
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF07647,SAM domain (Sterile alpha motif),CL0003,SAM,877,933,2.5e-11,57,1.0,True
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF12796,Ankyrin repeats (3 copies),CL0465,Ank,28,121,8.3e-16,0,0.0,False
